"accessionNumber","filingDate","reportDate","acceptanceDateTime","act","form","fileNumber","filmNumber","items","size","isXBRL","isInlineXBRL","primaryDocument","primaryDocDescription"
"0001193125-22-003593","2022-01-06","","2022-01-06T16:33:53.000Z","34","DEFA14A","001-36743","22515197","","749226","0","0","d399129ddefa14a.htm","DEFINITIVE ADDITIONAL MATERIALS"
"0001193125-22-003583","2022-01-06","2022-03-04","2022-01-06T16:30:34.000Z","34","DEF 14A","001-36743","22515154","","4225195","0","0","d222670ddef14a.htm","DEFINITIVE PROXY STATEMENT"
"0000320193-21-000114","2021-11-16","2021-11-12","2021-11-16T18:30:25.000Z","","4","","","","4609","0","0","xslF345X03/wf-form4_163710541081314.xml","FORM 4"
"0000320193-21-000112","2021-11-12","2021-11-09","2021-11-12T18:32:23.000Z","","4","","","","5680","0","0","xslF345X03/wf-form4_163675992058856.xml","FORM 4"
"0000320193-21-000111","2021-11-12","2021-11-09","2021-11-12T18:30:48.000Z","","3","","","","7973","0","0","xslF345X02/wf-form3_163675983081322.xml","FORM 3"
"0001193125-21-328151","2021-11-12","2021-11-09","2021-11-12T16:31:14.000Z","34","8-K","001-36743","211404083","5.02,5.03,9.01","492640","1","1","d259993d8k.htm","8-K"
"0000320193-21-000108","2021-11-03","2021-11-01","2021-11-03T18:31:28.000Z","","4","","","","7070","0","0","xslF345X03/wf-form4_163597867263388.xml","FORM 4"
"0001193125-21-312274","2021-10-29","","2021-10-29T06:22:27.000Z","33","S-3ASR","333-260578","211360538","","748734","0","0","d192862ds3asr.htm","S-3ASR"
"0001193125-21-311635","2021-10-29","","2021-10-28T18:22:00.000Z","34","IRANNOTICE","001-36743","211359812","","57422","0","0","d246143dirannotice.htm","IRANNOTICE"
"0000320193-21-000105","2021-10-29","2021-09-25","2021-10-28T18:04:28.000Z","34","10-K","001-36743","211359752","","10502096","1","1","aapl-20210925.htm","10-K"
"0000320193-21-000104","2021-10-28","2021-10-28","2021-10-28T16:30:23.000Z","34","8-K","001-36743","211358748","2.02,9.01","513310","1","1","aapl-20211028.htm","8-K"
"0000320193-21-000099","2021-10-21","2021-10-19","2021-10-21T18:30:48.000Z","","4","","","","5213","0","0","xslF345X03/wf-form4_163485542776887.xml","FORM 4"
"0000320193-21-000097","2021-10-19","2021-10-15","2021-10-19T18:31:45.000Z","","4","","","","14815","0","0","xslF345X03/wf-form4_163468269006289.xml","FORM 4"
"0000320193-21-000096","2021-10-19","2021-10-15","2021-10-19T18:30:40.000Z","","4","","","","16053","0","0","xslF345X03/wf-form4_163468261390808.xml","FORM 4"
"0000320193-21-000093","2021-10-05","2021-10-01","2021-10-05T18:44:42.000Z","","4","","","","12828","0","0","xslF345X03/wf-form4_163347386959085.xml","FORM 4"
"0000320193-21-000092","2021-10-05","2021-10-01","2021-10-05T18:43:32.000Z","","4","","","","12606","0","0","xslF345X03/wf-form4_163347379860494.xml","FORM 4"
"0000320193-21-000091","2021-10-05","2021-10-01","2021-10-05T18:42:30.000Z","","4","","","","10652","0","0","xslF345X03/wf-form4_163347373433784.xml","FORM 4"
"0000320193-21-000090","2021-10-05","2021-10-01","2021-10-05T18:32:11.000Z","","4","","","","10615","0","0","xslF345X03/wf-form4_163347311336788.xml","FORM 4"
"0000320193-21-000085","2021-09-28","2021-09-26","2021-09-28T18:35:35.000Z","","4","","","","7878","0","0","xslF345X03/wf-form4_163286851816033.xml","FORM 4"
"0000320193-21-000084","2021-09-28","2021-09-26","2021-09-28T18:34:53.000Z","","4","","","","7887","0","0","xslF345X03/wf-form4_163286847648313.xml","FORM 4"
"0000320193-21-000083","2021-09-28","2021-09-26","2021-09-28T18:34:05.000Z","","4","","","","7880","0","0","xslF345X03/wf-form4_163286842980488.xml","FORM 4"
"0000320193-21-000082","2021-09-28","2021-09-26","2021-09-28T18:33:21.000Z","","4","","","","5635","0","0","xslF345X03/wf-form4_163286838690995.xml","FORM 4"
"0000320193-21-000081","2021-09-28","2021-09-26","2021-09-28T18:32:38.000Z","","4","","","","7919","0","0","xslF345X03/wf-form4_163286834378268.xml","FORM 4"
"0000320193-21-000080","2021-09-28","2021-09-26","2021-09-28T18:30:56.000Z","","4","","","","7917","0","0","xslF345X03/wf-form4_163286823606839.xml","FORM 4"
"0000320193-21-000073","2021-08-26","2021-08-24","2021-08-26T18:30:46.000Z","","4","","","","16851","0","0","xslF345X03/wf-form4_163001701613155.xml","FORM 4"
"0000320193-21-000071","2021-08-24","2021-08-20","2021-08-24T18:31:03.000Z","","4","","","","5473","0","0","xslF345X03/wf-form4_162984422696515.xml","FORM 4"
"0000320193-21-000069","2021-08-09","2021-08-05","2021-08-09T18:30:51.000Z","","4","","","","10695","0","0","xslF345X03/wf-form4_162854822510730.xml","FORM 4"
"0001193125-21-237787","2021-08-05","2021-07-29","2021-08-05T16:31:44.000Z","34","8-K","001-36743","211148832","8.01,9.01","740826","1","1","d199884d8k.htm","8-K"
"0000320193-21-000067","2021-08-04","2021-08-02","2021-08-04T18:30:53.000Z","","4","","","","8565","0","0","xslF345X03/wf-form4_162811622543495.xml","FORM 4"
"0001193125-21-231584","2021-07-30","","2021-07-30T16:38:23.000Z","33","424B2","333-228159","211133134","","389502","0","0","d175814d424b2.htm","424B2"
"0001193125-21-229470","2021-07-30","","2021-07-29T17:49:05.000Z","34","FWP","333-228159","211128927","","47308","0","0","d202672dfwp.htm","FREE WRITING PROSPECTUS"
"0001193125-21-228285","2021-07-29","","2021-07-29T08:46:17.000Z","33","424B2","333-228159","211124994","","373981","0","0","d175814d424b2.htm","424B2"
"0001193125-21-225983","2021-07-28","","2021-07-27T18:12:03.000Z","34","IRANNOTICE","001-36743","211119175","","56531","0","0","d198818dirannotice.htm","IRANNOTICE"
"0000320193-21-000065","2021-07-28","2021-06-26","2021-07-27T18:03:42.000Z","34","10-Q","001-36743","211119137","","8446381","1","1","aapl-20210626.htm","10-Q"
"0000320193-21-000063","2021-07-27","2021-07-27","2021-07-27T16:35:44.000Z","34","8-K","001-36743","211117989","2.02,9.01","513921","1","1","aapl-20210727.htm","8-K"
"0000320193-21-000060","2021-05-05","2021-05-03","2021-05-05T18:31:41.000Z","","4","","","","8930","0","0","xslF345X03/wf-form4_162025388592461.xml","FORM 4"
"0000320193-21-000059","2021-05-05","2021-05-03","2021-05-05T18:30:33.000Z","","4","","","","8956","0","0","xslF345X03/wf-form4_162025381465785.xml","FORM 4"
"0000320193-21-000056","2021-04-29","2021-03-27","2021-04-28T18:02:54.000Z","34","10-Q","001-36743","21866148","","8468959","1","1","aapl-20210327.htm","10-Q"
"0000320193-21-000055","2021-04-28","2021-04-28","2021-04-28T16:30:33.000Z","34","8-K","001-36743","21864681","2.02,9.01","517025","1","1","aapl-20210428.htm","8-K"
"0000320193-21-000050","2021-04-19","2021-04-15","2021-04-19T18:31:41.000Z","","4","","","","13380","0","0","xslF345X03/wf-form4_161887148361718.xml","FORM 4"
"0000320193-21-000049","2021-04-19","2021-04-15","2021-04-19T18:30:35.000Z","","4","","","","16126","0","0","xslF345X03/wf-form4_161887141797206.xml","FORM 4"
"0000320193-21-000046","2021-04-05","2021-04-01","2021-04-05T18:36:12.000Z","","4","","","","15843","0","0","xslF345X03/wf-form4_161766207883637.xml","FORM 4"
"0000320193-21-000045","2021-04-05","2021-04-01","2021-04-05T18:33:59.000Z","","4","","","","13629","0","0","xslF345X03/wf-form4_161766194119040.xml","FORM 4"
"0000320193-21-000044","2021-04-05","2021-04-01","2021-04-05T18:31:35.000Z","","4","","","","8730","0","0","xslF345X03/wf-form4_161766181877540.xml","FORM 4"
"0000320193-21-000040","2021-02-25","2021-02-23","2021-02-25T18:37:44.000Z","","4","","","","5713","0","0","xslF345X03/wf-form4_161429622893015.xml","FORM 4"
"0000320193-21-000039","2021-02-25","2021-02-23","2021-02-25T18:36:06.000Z","","4","","","","5716","0","0","xslF345X03/wf-form4_161429614827041.xml","FORM 4"
"0000320193-21-000038","2021-02-25","2021-02-23","2021-02-25T18:35:13.000Z","","4","","","","5592","0","0","xslF345X03/wf-form4_161429609463628.xml","FORM 4"
"0000320193-21-000037","2021-02-25","2021-02-23","2021-02-25T18:34:22.000Z","","4","","","","5739","0","0","xslF345X03/wf-form4_161429604194177.xml","FORM 4"
"0000320193-21-000036","2021-02-25","2021-02-23","2021-02-25T18:33:23.000Z","","4","","","","5704","0","0","xslF345X03/wf-form4_161429598243346.xml","FORM 4"
"0000320193-21-000035","2021-02-25","2021-02-23","2021-02-25T18:32:20.000Z","","4","","","","5712","0","0","xslF345X03/wf-form4_161429591861303.xml","FORM 4"
"0000320193-21-000034","2021-02-25","2021-02-23","2021-02-25T18:31:08.000Z","","4","","","","5720","0","0","xslF345X03/wf-form4_161429585074371.xml","FORM 4"
"0001193125-21-054710","2021-02-24","2021-02-23","2021-02-24T16:31:21.000Z","34","8-K","001-36743","21673802","5.07","314778","1","1","d101693d8k.htm","8-K"
"0001214659-21-002046","2021-02-18","","2021-02-18T09:00:11.000Z","34","PX14A6G","001-36743","21647782","","5561","0","0","r217211px14a6g.htm",""
"0001193125-21-044816","2021-02-16","","2021-02-16T16:02:01.000Z","34","SC 13G/A","005-33632","21637837","","649123","0","0","d107461dsc13ga.htm","SC 13G/A"
"0001193125-21-036337","2021-02-10","","2021-02-10T16:31:02.000Z","34","SD","001-36743","21614325","","739227","0","0","d119389dsd.htm","FORM SD"
"0001104659-21-017199","2021-02-10","","2021-02-10T10:02:31.000Z","34","SC 13G/A","005-33632","21609778","","13927","0","0","tv0010-appleinc.htm","SCHEDULE 13G/A"
"0001193125-21-032394","2021-02-08","2021-02-01","2021-02-08T16:31:03.000Z","34","8-K","001-36743","21601830","8.01,9.01","875217","1","1","d70217d8k.htm","8-K"
"0000834237-21-007542","2021-02-05","","2021-02-05T08:03:26.000Z","34","SC 13G/A","005-33632","21593732","","13732","0","0","us0378331005_020421.txt",""
"0000320193-21-000026","2021-02-03","2021-02-01","2021-02-03T18:39:29.000Z","","4","","","","10198","0","0","xslF345X03/wf-form4_161239555356050.xml","FORM 4"
"0000320193-21-000025","2021-02-03","2021-02-01","2021-02-03T18:38:22.000Z","","4","","","","7291","0","0","xslF345X03/wf-form4_161239548384646.xml","FORM 4"
"0000320193-21-000024","2021-02-03","2021-02-01","2021-02-03T18:37:28.000Z","","4","","","","6907","0","0","xslF345X03/wf-form4_161239542324805.xml","FORM 4"
"0000320193-21-000023","2021-02-03","2021-02-01","2021-02-03T18:36:19.000Z","","4","","","","10875","0","0","xslF345X03/wf-form4_161239535474705.xml","FORM 4"
"0000320193-21-000022","2021-02-03","2021-02-01","2021-02-03T18:34:56.000Z","","4","","","","7395","0","0","xslF345X03/wf-form4_161239528138893.xml","FORM 4"
"0000320193-21-000021","2021-02-03","2021-02-01","2021-02-03T18:33:44.000Z","","4","","","","7287","0","0","xslF345X03/wf-form4_161239515778792.xml","FORM 4"
"0000320193-21-000020","2021-02-03","2021-02-01","2021-02-03T18:31:51.000Z","","4","","","","7294","0","0","xslF345X03/wf-form4_161239509434831.xml","FORM 4"
"0000320193-21-000019","2021-02-03","2021-02-01","2021-02-03T18:30:45.000Z","","4","","","","11172","0","0","xslF345X03/wf-form4_161239502964926.xml","FORM 4"
"0001193125-21-025910","2021-02-02","","2021-02-02T16:31:28.000Z","33","424B2","333-228159","21581872","","405273","0","0","d66851d424b2.htm","424B2"
"0001193125-21-024892","2021-02-02","","2021-02-01T19:19:59.000Z","34","FWP","333-228159","21578306","","66370","0","0","d70069dfwp.htm","FREE WRITING PROSPECTUS"
"0001193125-21-023836","2021-02-01","","2021-02-01T08:30:34.000Z","33","424B2","333-228159","21574778","","388622","0","0","d66851d424b2.htm","424B2"
"0000320193-21-000010","2021-01-28","2020-12-26","2021-01-27T18:03:06.000Z","34","10-Q","001-36743","21561251","","7608244","1","1","aapl-20201226.htm","10-Q"
"0000320193-21-000009","2021-01-27","2021-01-27","2021-01-27T16:30:35.000Z","34","8-K","001-36743","21560158","2.02,9.01","486776","1","1","aapl-20210127.htm","8-K"
"0000320193-21-000004","2021-01-05","2021-01-04","2021-01-05T18:33:11.000Z","","4","","","","5589","0","0","xslF345X03/wf-form4_160988957683472.xml","FORM 4"
"0000320193-21-000003","2021-01-05","2021-01-04","2021-01-05T18:31:03.000Z","","3","","","","7849","0","0","xslF345X02/wf-form3_160988944878908.xml","FORM 3"
"0001193125-21-001989","2021-01-05","","2021-01-05T16:35:29.000Z","34","DEFA14A","001-36743","21506245","","579799","0","0","d767776ddefa14a.htm","DEFINITIVE ADDITIONAL MATERIALS"
"0001193125-21-001987","2021-01-05","2021-02-23","2021-01-05T16:34:02.000Z","34","DEF 14A","001-36743","21506202","","6711853","0","0","d767770ddef14a.htm","DEFINITIVE PROXY STATEMENT"
"0001193125-21-001982","2021-01-05","2020-12-29","2021-01-05T16:32:16.000Z","34","8-K","001-36743","21506117","5.02","290029","1","1","d29637d8k.htm","8-K"
"0000320193-20-000101","2020-11-17","2020-11-13","2020-11-17T18:30:43.000Z","","4","","","","8689","0","0","xslF345X03/wf-form4_160565582610158.xml","FORM 4"
"0000320193-20-000099","2020-11-05","2020-11-03","2020-11-05T18:30:55.000Z","","4","","","","8957","0","0","xslF345X03/wf-form4_160461904119340.xml","FORM 4"
"0000320193-20-000096","2020-10-30","2020-09-26","2020-10-29T18:06:25.000Z","34","10-K","001-36743","201273977","","12502600","1","1","aapl-20200926.htm","10-K"
"0000320193-20-000094","2020-10-29","2020-10-29","2020-10-29T16:30:32.000Z","34","8-K","001-36743","201273047","2.02,9.01","516927","1","1","aapl-20201029.htm","8-K"
"0000320193-20-000090","2020-10-19","2020-10-15","2020-10-19T18:32:33.000Z","","4","","","","17528","0","0","xslF345X03/wf-form4_160314673986899.xml","FORM 4"
"0000320193-20-000089","2020-10-19","2020-10-15","2020-10-19T18:30:33.000Z","","4","","","","18095","0","0","xslF345X03/wf-form4_160314661733333.xml","FORM 4"
"0000320193-20-000086","2020-10-13","2020-10-09","2020-10-13T18:30:27.000Z","","4","","","","5172","0","0","xslF345X03/wf-form4_160262821333467.xml","FORM 4"
"0000320193-20-000084","2020-10-05","2020-10-01","2020-10-05T18:33:56.000Z","","4","","","","15068","0","0","xslF345X03/wf-form4_160193720275669.xml","FORM 4"
"0000320193-20-000083","2020-10-05","2020-10-01","2020-10-05T18:32:48.000Z","","4","","","","10945","0","0","xslF345X03/wf-form4_160193715587800.xml","FORM 4"
"0000320193-20-000082","2020-10-05","2020-10-01","2020-10-05T18:30:48.000Z","","4","","","","11339","0","0","xslF345X03/wf-form4_160193701297920.xml","FORM 4"
"0000320193-20-000078","2020-09-29","2020-09-27","2020-09-29T18:36:50.000Z","","4","","","","7878","0","0","xslF345X03/wf-form4_160141899239637.xml","FORM 4"
"0000320193-20-000077","2020-09-29","2020-09-27","2020-09-29T18:35:51.000Z","","4","","","","7887","0","0","xslF345X03/wf-form4_160141893471775.xml","FORM 4"
"0000320193-20-000076","2020-09-29","2020-09-27","2020-09-29T18:35:05.000Z","","4","","","","7880","0","0","xslF345X03/wf-form4_160141889148665.xml","FORM 4"
"0000320193-20-000075","2020-09-29","2020-09-27","2020-09-29T18:34:16.000Z","","4","","","","5635","0","0","xslF345X03/wf-form4_160141884313005.xml","FORM 4"
"0000320193-20-000074","2020-09-29","2020-09-27","2020-09-29T18:33:25.000Z","","4","","","","7919","0","0","xslF345X03/wf-form4_160141879027128.xml","FORM 4"
"0000320193-20-000073","2020-09-29","2020-09-27","2020-09-29T18:30:47.000Z","","4","","","","7917","0","0","xslF345X03/wf-form4_160141863355452.xml","FORM 4"
"0000320193-20-000066","2020-08-25","2020-08-24","2020-08-25T18:45:23.000Z","","4","","","","26381","0","0","xslF345X03/wf-form4_159839550969947.xml","FORM 4"
"0000320193-20-000064","2020-08-24","2020-08-20","2020-08-24T18:31:05.000Z","","4","","","","5315","0","0","xslF345X03/wf-form4_159830825188983.xml","FORM 4"
"0001193125-20-225672","2020-08-20","2020-08-13","2020-08-20T16:30:57.000Z","34","8-K","001-36743","201120370","8.01,9.01","776989","1","1","d937363d8k.htm","8-K"
"0001193125-20-220410","2020-08-14","","2020-08-14T16:28:24.000Z","33","424B2","333-228159","201105555","","388163","0","0","d23503d424b2.htm","424B2"
"0001193125-20-219289","2020-08-13","","2020-08-13T17:29:59.000Z","34","FWP","333-228159","201100402","","46959","0","0","d82525dfwp.htm","FREE WRITING PROSPECTUS"
"0001193125-20-218350","2020-08-13","","2020-08-13T08:17:24.000Z","33","424B2","333-228159","201097325","","370640","0","0","d23503d424b2.htm","424B2"
"0001193125-20-213158","2020-08-07","2020-08-03","2020-08-07T17:20:23.000Z","34","8-K","001-36743","201085556","5.03,9.01","303685","1","1","d49399d8k.htm","8-K"
"0000320193-20-000062","2020-07-31","2020-06-27","2020-07-30T19:29:09.000Z","34","10-Q","001-36743","201062122","","11076413","1","1","aapl-20200627.htm","10-Q"
"0000320193-20-000060","2020-07-30","2020-07-30","2020-07-30T18:55:04.000Z","34","8-K","001-36743","201061591","2.02,9.01","628978","1","1","aapl-20200730.htm","8-K"
"0000320193-20-000056","2020-05-12","2020-05-08","2020-05-12T18:30:32.000Z","","4","","","","5074","0","0","xslF345X03/wf-form4_158932261319105.xml","FORM 4"
"0001193125-20-139112","2020-05-11","2020-05-04","2020-05-11T16:31:15.000Z","34","8-K","001-36743","20865313","8.01,9.01","771520","1","1","d926511d8k.htm","8-K"
"0001193125-20-133777","2020-05-05","","2020-05-05T16:31:51.000Z","33","424B2","333-228159","20849399","","382353","0","0","d926392d424b2.htm","424B2"
"0001193125-20-132661","2020-05-05","","2020-05-04T19:01:03.000Z","34","FWP","333-228159","20846370","","43469","0","0","d926508dfwp.htm","FREE WRITING PROSPECTUS"
"0001193125-20-131780","2020-05-04","","2020-05-04T08:13:55.000Z","33","424B2","333-228159","20842840","","368263","0","0","d926392d424b2.htm","424B2"
"0000320193-20-000052","2020-05-01","2020-03-28","2020-04-30T18:03:10.000Z","34","10-Q","001-36743","20837377","","10648806","1","1","a10-qq220203282020.htm","10-Q"
"0000320193-20-000054","2020-04-30","2020-04-28","2020-04-30T21:30:05.000Z","","4","","","","6961","0","0","xslF345X03/wf-form4_158829658358801.xml","FORM 4"
"0000320193-20-000050","2020-04-30","2020-04-30","2020-04-30T16:30:41.000Z","34","8-K","001-36743","20836131","2.02,9.01","593101","1","1","a8-kq220203282020.htm","8-K"
"0000320193-20-000045","2020-04-17","2020-04-15","2020-04-17T18:31:43.000Z","","4","","","","21278","0","0","xslF345X03/wf-form4_158716268511263.xml","FORM 4"
"0000320193-20-000044","2020-04-17","2020-04-15","2020-04-17T18:30:46.000Z","","4","","","","16120","0","0","xslF345X03/wf-form4_158716262832690.xml","FORM 4"
"0000320193-20-000041","2020-04-09","2020-04-07","2020-04-09T18:30:47.000Z","","4","","","","21894","0","0","xslF345X03/wf-form4_158647142758084.xml","FORM 4"
"0000320193-20-000039","2020-04-03","2020-04-01","2020-04-03T18:31:43.000Z","","4","","","","29201","0","0","xslF345X03/wf-form4_158595308536827.xml","FORM 4"
"0000320193-20-000038","2020-04-03","2020-04-01","2020-04-03T18:30:47.000Z","","4","","","","13494","0","0","xslF345X03/wf-form4_158595302992961.xml","FORM 4"
"0000320193-20-000035","2020-02-28","2020-02-26","2020-02-28T18:37:09.000Z","","4","","","","5710","0","0","xslF345X03/wf-form4_158293300685250.xml","FORM 4"
"0000320193-20-000034","2020-02-28","2020-02-26","2020-02-28T18:35:51.000Z","","4","","","","5713","0","0","xslF345X03/wf-form4_158293293482087.xml","FORM 4"
"0000320193-20-000033","2020-02-28","2020-02-26","2020-02-28T18:34:43.000Z","","4","","","","5726","0","0","xslF345X03/wf-form4_158293286599770.xml","FORM 4"
